state,trump_sigma_g,harris_sigma_g,sample_ratio,sample_size,total_votes,trump_error,harris_error,trump_s_g_sq,harris_s_g_sq,trump_var_srs,harris_var_srs,trump_Z_n_N,harris_Z_n_N
New Hampshire,0.4996427999821977,0.4999183141366256,0.0002274618180402,187,822116,-0.1388576505708251,0.0738500464810735,0.249643231233426,0.2499186248035628,0.001334686881979616,0.0013361592398866463,-3.8008446288253106,2.020326979014548
Michigan,0.4999933374126084,0.4997201155732156,0.000154172076523,873,5662504,-0.0529743653259328,0.0195910938329731,0.2499933816059088,0.24972023800918108,0.00028631711295206146,0.0002860042819261597,-3.1307047278949365,1.1584369915487085
Nevada,0.4999649942475059,0.4993711651343044,0.0002168583820478,322,1484840,-0.1177177046158099,0.0716525452017668,0.2499651638177564,0.24937172851277772,0.0007761209837787657,0.000774278416655913,-4.225489943385925,2.5750344590260643
North Carolina,0.4998935387968308,0.4995196638183608,0.0001598690904557,908,5679647,-0.0984231814605336,0.0362284895413968,0.24989359412890402,0.24951993847350512,0.000275169211307599,0.00027475776205714844,-5.933316010926859,2.185622950457324
Maine,0.4979382928737663,0.4994230029227278,0.0001671929033228,139,831375,-0.001403395821908,-0.0419994440171814,0.24794284174229653,0.24942363586174945,0.001783463219127536,0.0017941146330928948,-0.03323135888433915,-0.9915587404017216
Idaho,0.4706021125904707,0.4599398123740001,0.0001569386789741,142,904812,-0.0492007584113808,-0.0151672002457222,0.22146659313992786,0.21154486480643062,0.0015593791300377716,0.001489518769259184,-1.245936585385756,-0.3929908425225182
West Virginia,0.4583245164219547,0.4495369422423659,0.0003029945303584,231,762390,-0.1111019464932815,0.0738768190190691,0.21006163788383989,0.2020837275066946,0.0009090822093355971,0.0008745562651194182,-3.6848523315282535,2.498125828870925
Ohio,0.4973279253974491,0.4963257044246643,0.000195489449554,1127,5765017,-0.1505582310187846,0.1070883559487481,0.24733510828288505,0.24633924760265158,0.00021942036990125238,0.00021853690406276323,-10.164032193152979,7.2440236258264665
Florida,0.4962780647411537,0.495060324594627,0.0001887355708167,2056,10893548,-0.1051547268348508,0.0560039639656249,0.2462919401521984,0.2450847474858939,0.00011976919071122872,0.00011918214556234373,-9.608514326741203,5.129950419902985
South Carolina,0.4931824871571016,0.4906207875425339,0.0002040704199926,520,2548140,-0.0765170643322943,0.0213910931110535,0.24322906109203518,0.24070885163338784,0.0004676527408372764,0.00046280717322488287,-3.5383155205926733,0.9943354824376235
Arkansas,0.4794214033980178,0.4721994745315873,0.0001953197663603,231,1182676,-0.1701072499186268,0.1146173512239958,0.22984507637935703,0.22297253228012756,0.000994805987414457,0.0009650605252693413,-5.393288200644788,3.6895473816579414
Maryland,0.4748409476112747,0.4825607666705109,0.0001585064579775,478,3015650,-0.0484128923821178,-0.011654270501159,0.2254740002963339,0.2328649707484633,0.00047162816152966717,0.00048708799193883455,-2.2292622673257068,-0.5280577032891285
Alaska,0.497930186647201,0.4925591696935729,0.0002217773532794,75,338177,-0.1187814270830561,0.0792720577291378,0.24793520392669396,0.24261525307013782,0.0033050695668450972,0.003234152620019289,-2.066132818747138,1.3939265060457824
Rhode Island,0.4935360209289157,0.4965768034738764,0.0002036584100152,104,510659,-0.0929383178628761,0.0088998310930656,0.24357828094247608,0.24658900463222336,0.002341621867087164,0.0023705652375731992,-1.9205977916369315,0.18279142083668282
